marker,pvalue
cMCs_CXCR4_IL18,0.503170709872556
cMCs_CD62L_Unstim,0.750661641766968
cMCs_CD62L_LPS,0.928339604900944
cMCs_CD62L_IL246,0.899804986267321
cMCs_CD62L_IL18,0.234389186712822
cMCs_HK2_Unstim,0.684961136242108
cMCs_HK2_LPS,0.652948144573378
cMCs_HK2_IL246,0.944234472673077
cMCs_HK2_IL18,0.693794135542382
cMCs_CD63_Unstim,0.17351296345192
cMCs_CD63_LPS,0.83378773741967
cMCs_CD63_IL246,0.286776780711738
cMCs_CD63_IL18,0.422892873590559
intMCs_VDAC1_Unstim,0.593612197667221
intMCs_VDAC1_LPS,0.128288675475926
intMCs_VDAC1_IL246,0.127288491640477
intMCs_VDAC1_IL18,0.147354943934225
intMCs_GLUT1_Unstim,0.732539435244884
intMCs_GLUT1_LPS,0.211634227547474
intMCs_GLUT1_IL246,0.99840540088491
intMCs_GLUT1_IL18,0.861965633643061
intMCs_CPT1a_Unstim,0.274306605129595
intMCs_CPT1a_LPS,0.45358566016082
intMCs_CPT1a_IL246,0.316698222283263
intMCs_CPT1a_IL18,0.216052509692409
intMCs_pCREB_Unstim,0.140772539939424
intMCs_pCREB_LPS,0.0485463993450655
intMCs_pCREB_IL246,0.222046323155876
intMCs_pCREB_IL18,0.505722983536991
intMCs_pSTAT5_Unstim,0.560853883202473
intMCs_pSTAT5_IL246,0.12141427661592
intMCs_pP38_Unstim,0.136509880114762
intMCs_pP38_LPS,0.655833259247299
intMCs_pP38_IL246,0.526383955400716
intMCs_pP38_IL18,0.361068761853446
intMCs_pSTAT1_Unstim,0.0362287971742251
intMCs_pSTAT1_IL246,0.101198597474964
intMCs_pSTAT3_Unstim,0.420583363729758
intMCs_pSTAT3_IL246,0.0146786787470593
intMCs_prpS6_Unstim,0.361068761853446
intMCs_prpS6_LPS,0.0975628558269507
intMCs_prpS6_IL246,0.0343066803249497
intMCs_prpS6_IL18,0.265629428298533
intMCs_PD-L1_Unstim,0.365287235282633
intMCs_PD-L1_LPS,0.515999831238447
intMCs_PD-L1_IL246,0.941053518054758
intMCs_PD-L1_IL18,0.0499300476885362
intMCs_CD44_Unstim,0.229704849185938
intMCs_CD44_LPS,0.802728974419084
intMCs_CD44_IL246,0.177333404759712
intMCs_CD44_IL18,0.160030179667463
intMCs_pNFkB_Unstim,0.931516496462828
intMCs_pNFkB_LPS,0.411419680826386
intMCs_pNFkB_IL246,0.448783458255733
intMCs_pNFkB_IL18,0.418281276859517
intMCs_pERK1-2_Unstim,0.290408919248113
intMCs_pERK1-2_LPS,0.756733648750368
intMCs_pERK1-2_IL246,0.624387914964712
intMCs_pERK1-2_IL18,0.413699423022851
intMCs_pSTAT6_Unstim,0.90808916993798094
intMCs_pSTAT6_IL246,0.171000388623915
intMCs_pPLCg1_Unstim,0.237549434579061
intMCs_pPLCg1_LPS,0.579856610206567
intMCs_pPLCg1_IL246,0.778101911119967
intMCs_pPLCg1_IL18,0.624387914964712
intMCs_CXCR4_Unstim,0.950598999767901
intMCs_CXCR4_LPS,0.621561766095664
intMCs_CXCR4_IL246,0.563550009672941
intMCs_CXCR4_IL18,0.468164856008467
intMCs_CD62L_Unstim,0.108532639413818
intMCs_CD62L_LPS,0.0333006431785065
intMCs_CD62L_IL246,0.167282758956286
intMCs_CD62L_IL18,0.382467011130968
intMCs_HK2_Unstim,0.676171003421774
intMCs_HK2_LPS,0.404625335907564
intMCs_HK2_IL246,0.498086647681776
intMCs_HK2_IL18,0.436905063439822
intMCs_CD63_Unstim,0.632899442688019
intMCs_CD63_LPS,0.644324032437052
intMCs_CD63_IL246,0.555480438909958
intMCs_CD63_IL18,0.858825377880147
ncMCs_VDAC1_Unstim,0.328428775890391
ncMCs_VDAC1_LPS,0.051826210707037
ncMCs_VDAC1_IL246,0.632899442688019
ncMCs_VDAC1_IL18,0.258825180177933
ncMCs_GLUT1_Unstim,0.468164856008467
ncMCs_GLUT1_LPS,0.661618883749257
ncMCs_GLUT1_IL246,0.150733160220719
ncMCs_GLUT1_IL18,0.661618883749257
ncMCs_CPT1a_Unstim,0.232820280130848
ncMCs_CPT1a_LPS,0.693794135542382
ncMCs_CPT1a_IL246,0.130307360295309
ncMCs_CPT1a_IL18,0.277831102677552
ncMCs_pCREB_Unstim,0.0611198766330978
ncMCs_pCREB_LPS,0.247210373723569
ncMCs_pCREB_IL246,0.753695741443526
ncMCs_pCREB_IL18,0.373816055104529
ncMCs_pSTAT5_Unstim,0.840032405029695
ncMCs_pSTAT5_IL246,0.921989297483472
ncMCs_pP38_Unstim,0.414302390258905
ncMCs_pP38_LPS,0.762820710810605
ncMCs_pP38_IL18,0.288588998308837
ncMCs_pSTAT1_Unstim,0.0501523931373509
ncMCs_pSTAT3_Unstim,0.278298762172085
ncMCs_pSTAT3_IL246,0.585340896924458
ncMCs_prpS6_Unstim,0.635747529884173
ncMCs_prpS6_LPS,0.568960928235011
ncMCs_prpS6_IL246,0.0662610470779405
ncMCs_prpS6_IL18,0.513420502681914
ncMCs_PD-L1_Unstim,0.615926214710089
ncMCs_PD-L1_LPS,0.778101911119967
ncMCs_PD-L1_IL246,0.332400792506407
ncMCs_PD-L1_IL18,0.12432432128405
ncMCs_CD44_Unstim,0.348597634878121
ncMCs_CD44_LPS,0.635747529884173
ncMCs_CD44_IL246,0.818222691900771
ncMCs_CD44_IL18,0.735549778988347
ncMCs_pNFkB_Unstim,0.87769868410232
ncMCs_pNFkB_LPS,0.544809569063388
ncMCs_pNFkB_IL246,0.684961136242108
ncMCs_pNFkB_IL18,0.950598999767901
ncMCs_pERK1-2_Unstim,0.358971030378022
ncMCs_pERK1-2_LPS,0.896641769244521
ncMCs_pERK1-2_IL246,0.593612197667221
ncMCs_pERK1-2_IL18,0.855687353908456
ncMCs_pSTAT6_Unstim,0.310449032807584
ncMCs_pSTAT6_IL246,0.402375080094193
ncMCs_pPLCg1_Unstim,0.185161642963827
ncMCs_pPLCg1_LPS,0.771978760057143
ncMCs_pPLCg1_IL246,0.843158544551401
ncMCs_pPLCg1_IL18,0.495554903536282
ncMCs_CXCR4_Unstim,0.899804986267321
ncMCs_CXCR4_LPS,0.771978760057143
ncMCs_CXCR4_IL246,0.446393220396589
ncMCs_CXCR4_IL18,0.436905063439822
ncMCs_CD62L_Unstim,0.726531118030919
ncMCs_CD62L_LPS,0.257143158023081
ncMCs_CD62L_IL246,0.288588998308837
ncMCs_CD62L_IL18,0.979272529605356
ncMCs_HK2_Unstim,0.17351296345192
ncMCs_HK2_LPS,0.890320310937095
ncMCs_HK2_IL246,0.593612197667221
ncMCs_HK2_IL18,0.690845105016855
ncMCs_CD63_Unstim,0.59915594767634
ncMCs_CD63_LPS,0.899804986267321
ncMCs_CD63_IL246,0.812016317013839
ncMCs_CD63_IL18,0.295914936417206
NK_VDAC1_Unstim,0.503170709872556
NK_VDAC1_LPS,0.283175440208903
NK_VDAC1_IL246,0.130307360295309
NK_VDAC1_IL18,0.205845296807912
NK_GLUT1_Unstim,0.808917526857611
NK_GLUT1_LPS,0.830669304871287
NK_GLUT1_IL246,0.796552768560577
NK_GLUT1_IL18,0.852551610240599
NK_CPT1a_Unstim,0.139697800470746
NK_CPT1a_LPS,0.45358566016082
NK_CPT1a_IL246,0.0705016451341265
NK_CPT1a_IL18,0.231258837850197
NK_pCREB_Unstim,0.0425079210482387
NK_pCREB_LPS,0.455997591038201
NK_pCREB_IL246,0.515999831238447
NK_pCREB_IL18,0.31093731710863
NK_pSTAT5_Unstim,0.354798605082412
NK_pSTAT5_IL246,0.3934517014738
NK_pP38_Unstim,0.960806088611981
NK_pP38_LPS,0.584838709811621
NK_pP38_IL18,0.86825264596516
NK_pSTAT1_Unstim,1
NK_pSTAT3_Unstim,0.990788699882097
NK_pSTAT3_IL246,0.186770108501488
NK_prpS6_Unstim,0.513420502681914
NK_prpS6_LPS,0.200172276279087
NK_prpS6_IL246,0.389035085656987
NK_prpS6_IL18,0.508282055529881
NK_PD-L1_Unstim,0.0336331471443279
NK_PD-L1_LPS,0.641459860324881
NK_PD-L1_IL246,0.972897011293104
NK_PD-L1_IL18,0.328428775890391
NK_CD44_Unstim,0.316698222283263
NK_CD44_LPS,0.455997591038201
NK_CD44_IL246,0.510847902965791
NK_CD44_IL18,0.292236547075381
NK_pNFkB_Unstim,0.781168687613797
NK_pNFkB_LPS,0.243959951024634
NK_pNFkB_IL246,0.523777951406092
NK_pNFkB_IL18,0.523777951406092
NK_pERK1-2_Unstim,0.240739190542389
NK_pERK1-2_LPS,0.83378773741967
NK_pERK1-2_IL246,0.436905063439822
NK_pERK1-2_IL18,0.893480194257099
NK_pSTAT6_Unstim,0.310449032807584
NK_pSTAT6_IL246,0.332400792506407
NK_pPLCg1_Unstim,0.0611198766330978
NK_pPLCg1_LPS,0.465717113964911
NK_pPLCg1_IL246,0.577123533099424
NK_pPLCg1_IL18,0.22356321049326
NK_CXCR4_Unstim,0.738564189495056
NK_CXCR4_IL246,0.830669304871287
NK_CXCR4_IL18,0.263916928161143
NK_CD62L_Unstim,0.257143158023081
NK_CD62L_LPS,0.812016317013839
NK_CD62L_IL246,0.750661641766968
NK_CD62L_IL18,0.354798605082412
NK_HK2_Unstim,0.0433295990642377
NK_HK2_LPS,0.925163855138325
NK_HK2_IL246,0.54746771517458
NK_HK2_IL18,0.661618883749257
NK_CD63_Unstim,0.852551610240599
NK_CD63_LPS,0.963337107236902
NK_CD63_IL246,0.427534109678624
NK_CD63_IL18,0.714565143878602
CD16-_VDAC1_Unstim,0.336403706216749
CD16-_VDAC1_LPS,0.279604864781726
CD16-_VDAC1_IL246,0.0263935041659219
CD16-_VDAC1_IL18,0.404625335907564
CD16-_GLUT1_Unstim,0.418281276859517
CD16-_GLUT1_LPS,0.380292847669709
CD16-_GLUT1_IL246,0.756733648750368
CD16-_GLUT1_IL18,0.947416316777446
CD16-_CPT1a_Unstim,0.057879474375911
CD16-_CPT1a_LPS,0.799639305033235
CD16-_CPT1a_IL246,0.0557995433410259
CD16-_CPT1a_IL18,0.161222148353689
CD16-_pCREB_Unstim,0.0523095537548248
CD16-_pCREB_LPS,0.500625257144276
CD16-_pCREB_IL246,0.969709875966582
CD16-_pCREB_IL18,0.495554903536282
CD16-_pSTAT5_Unstim,0.9665232243378
CD16-_pSTAT5_IL246,0.493030046480314
CD16-_pP38_Unstim,0.691384981860734
CD16-_pP38_LPS,0.213755644023303
CD16-_pP38_IL18,0.568960928235011
CD16-_pSTAT1_Unstim,1
CD16-_pSTAT3_Unstim,0.397452576505476
CD16-_pSTAT3_IL246,0.723510850132328
CD16-_prpS6_Unstim,0.717550200323597
CD16-_prpS6_LPS,0.226619189035341
CD16-_prpS6_IL246,0.528996566896434
CD16-_prpS6_IL18,0.279604864781726
CD16-_PD-L1_Unstim,0.222046323155876
CD16-_PD-L1_LPS,0.790389278545982
CD16-_PD-L1_IL246,0.744605039689974
CD16-_PD-L1_IL18,0.871399304978956
CD16-_CD44_Unstim,0.76892247532419
CD16-_CD44_LPS,0.950598999767901
CD16-_CD44_IL246,0.861965633643061
CD16-_CD44_IL18,0.358971030378022
CD16-_pNFkB_Unstim,0.960151575468431
CD16-_pNFkB_LPS,0.314770189218352
CD16-_pNFkB_IL246,0.272555859192612
CD16-_pNFkB_IL18,0.404625335907564
CD16-_pERK1-2_Unstim,0.237549434579061
CD16-_pERK1-2_LPS,0.812016317013839
CD16-_pERK1-2_IL246,0.696747810580789
CD16-_pERK1-2_IL18,0.753695741443526
CD16-_pSTAT6_Unstim,0.310449032807584
CD16-_pSTAT6_IL246,0.0756180130203212
CD16-_pPLCg1_Unstim,0.346546040659773
CD16-_pPLCg1_LPS,0.741582624034379
CD16-_pPLCg1_IL246,0.799639305033235
CD16-_pPLCg1_IL18,0.455997591038201
CD16-_CXCR4_Unstim,0.54746771517458
CD16-_CXCR4_IL246,0.330410921130078
CD16-_CXCR4_IL18,0.615926214710089
CD16-_CD62L_Unstim,0.375967361943535
CD16-_CD62L_LPS,0.846287157324155
CD16-_CD62L_IL246,0.652948144573378
CD16-_CD62L_IL18,0.342465969537236
CD16-_HK2_Unstim,0.0912650433302816
CD16-_HK2_LPS,0.941053518054758
CD16-_HK2_IL246,0.887162168835953
CD16-_HK2_IL18,0.588092045381718
CD16-_CD63_Unstim,0.858825377880147
CD16-_CD63_LPS,0.884005817422193
CD16-_CD63_IL246,0.409147411161023
CD16-_CD63_IL18,0.415986625782511
CD16+_VDAC1_Unstim,0.418281276859517
CD16+_VDAC1_LPS,0.297765703860033
CD16+_VDAC1_IL246,0.125306335721671
CD16+_VDAC1_IL18,0.219034693433886
CD16+_GLUT1_Unstim,0.950598999767901
CD16+_GLUT1_LPS,0.714565143878602
CD16+_GLUT1_IL246,0.552803177499746
CD16+_GLUT1_IL18,0.893480194257099
CD16+_CPT1a_Unstim,0.119504031635318
CD16+_CPT1a_LPS,0.429865808905232
CD16+_CPT1a_IL246,0.0639337035591907
CD16+_CPT1a_IL18,0.14513515873847
CD16+_pCREB_Unstim,0.035338575894443
CD16+_pCREB_LPS,0.508282055529881
CD16+_pCREB_IL246,0.482999914831975
CD16+_pCREB_IL18,0.340437499568846
CD16+_pSTAT5_Unstim,0.279604864781726
CD16+_pSTAT5_IL246,0.46327649845657
CD16+_pP38_Unstim,0.960806088611981
CD16+_pP38_LPS,0.52255327043888
CD16+_pP38_IL18,0.9665232243378
CD16+_pSTAT1_Unstim,1
CD16+_pSTAT3_Unstim,0.672892849884907
CD16+_pSTAT3_IL246,0.134412970276884
CD16+_prpS6_Unstim,0.536873794094181
CD16+_prpS6_LPS,0.181216148380537
CD16+_prpS6_IL246,0.448783458255733
CD16+_prpS6_IL18,0.482999914831975
CD16+_PD-L1_Unstim,0.0143569821156289
CD16+_PD-L1_LPS,0.552803177499746
CD16+_PD-L1_IL246,0.865108072578744
CD16+_PD-L1_IL18,0.299624190045149
CD16+_CD44_Unstim,0.460843027613501
CD16+_CD44_LPS,0.455997591038201
CD16+_CD44_IL246,0.446393220396589
CD16+_CD44_IL18,0.232820280130848
CD16+_pNFkB_Unstim,0.86825264596516
CD16+_pNFkB_LPS,0.213099672735432
CD16+_pNFkB_IL246,0.534241511746364
CD16+_pNFkB_IL18,0.503170709872556
CD16+_pERK1-2_Unstim,0.226619189035341
CD16+_pERK1-2_LPS,0.673250666965161
CD16+_pERK1-2_IL246,0.56625236764081
CD16+_pERK1-2_IL18,0.99840540088491
CD16+_pSTAT6_Unstim,0.310449032807584
CD16+_pSTAT6_IL246,0.314770189218352
CD16+_pPLCg1_Unstim,0.0494652027284781
CD16+_pPLCg1_LPS,0.406882625717066
CD16+_pPLCg1_IL246,0.536873794094181
CD16+_pPLCg1_IL18,0.160030179667463
CD16+_CXCR4_Unstim,0.699706090183384
CD16+_CXCR4_IL246,0.91247327938168
CD16+_CXCR4_IL18,0.18782705094624
CD16+_CD62L_Unstim,0.32252871119086
CD16+_CD62L_LPS,0.693794135542382
CD16+_CD62L_IL246,0.87769868410232
CD16+_CD62L_IL18,0.389035085656987
CD16+_HK2_Unstim,0.0720687988196305
CD16+_HK2_LPS,0.9029697956152
CD16+_HK2_IL246,0.386838138651972
CD16+_HK2_IL18,0.708608153756181
CD16+_CD63_Unstim,0.976084579464047
CD16+_CD63_LPS,0.91564395944384
CD16+_CD63_IL246,0.384648777588793
CD16+_CD63_IL18,0.56625236764081
Tcells_VDAC1_Unstim,0.32252871119086
Tcells_VDAC1_IL246,0.118557780059861
Tcells_VDAC1_IL18,0.155328869339081
Tcells_GLUT1_Unstim,0.258825180177933
Tcells_GLUT1_IL246,0.644324032437052
Tcells_GLUT1_IL18,0.99840540088491
Tcells_CPT1a_Unstim,0.0336331471443279
Tcells_CPT1a_IL246,0.0711252323614341
Tcells_CPT1a_IL18,0.544809569063388
Tcells_pCREB_Unstim,0.0874977539830995
Tcells_pCREB_IL246,0.824440480214067
Tcells_pCREB_IL18,0.61874118801312
Tcells_pSTAT5_Unstim,0.992027131803755
Tcells_pSTAT5_IL246,0.812016317013839
Tcells_pP38_Unstim,0.984268314153986
Tcells_pP38_IL18,0.370778632201264
Tcells_pSTAT1_Unstim,1
Tcells_pSTAT1_IL246,0.867460685676325
Tcells_pSTAT3_Unstim,0.0529047023173862
Tcells_pSTAT3_IL246,0.630056787864861
Tcells_prpS6_Unstim,0.762820710810605
Tcells_prpS6_IL246,0.0928080082002197
Tcells_prpS6_IL18,0.45358566016082
Tcells_PD-L1_Unstim,0.0165640868576871
Tcells_PD-L1_IL246,0.918815982187917
Tcells_PD-L1_IL18,0.147354943934225
Tcells_CD44_Unstim,0.281386309063109
Tcells_CD44_IL246,0.167282758956286
Tcells_CD44_IL18,0.178620707777503
Tcells_pNFkB_Unstim,0.896641769244521
Tcells_pNFkB_IL246,0.531615760800502
Tcells_pNFkB_IL18,0.515999831238447
Tcells_pERK1-2_Unstim,0.314742959204072
Tcells_pERK1-2_IL246,0.759775319870077
Tcells_pERK1-2_IL18,0.830669304871287
Tcells_pSTAT6_Unstim,0.310449032807584
Tcells_pSTAT6_IL246,0.350656929810848
Tcells_pPLCg1_Unstim,0.0547831541971709
Tcells_pPLCg1_IL246,0.781168687613797
Tcells_pPLCg1_IL18,0.389035085656987
Tcells_CXCR4_Unstim,0.0817319803786288
Tcells_CXCR4_IL246,0.389035085656987
Tcells_CXCR4_IL18,0.765869777407176
Tcells_CD62L_Unstim,0.765869777407176
Tcells_CD62L_IL246,0.604723040503763
Tcells_CD62L_IL18,0.274306605129595
Tcells_HK2_Unstim,0.22356321049326
Tcells_HK2_IL246,0.650068210836015
Tcells_HK2_IL18,0.460843027613501
Tcells_CD63_Unstim,0.274531499076204
Tcells_CD63_IL18,0.286840526504399
gdTcell_VDAC1_Unstim,0.684961136242108
gdTcell_VDAC1_IL246,0.303364327907757
gdTcell_VDAC1_IL18,0.0920339281496106
gdTcell_GLUT1_Unstim,0.356880976397518
gdTcell_GLUT1_IL246,0.247210373723569
gdTcell_GLUT1_IL18,0.54746771517458
gdTcell_CPT1a_Unstim,0.22356321049326
gdTcell_CPT1a_IL246,0.0810334448506696
gdTcell_CPT1a_IL18,0.415986625782511
gdTcell_pCREB_Unstim,0.0409040541999734
gdTcell_pCREB_IL246,0.523777951406092
gdTcell_pCREB_IL18,0.207281628656925
gdTcell_pSTAT5_Unstim,0.477953736891602
gdTcell_pSTAT5_IL246,0.460843027613501
gdTcell_pP38_Unstim,0.984268314153986
gdTcell_pP38_IL18,0.181207378559805
gdTcell_pSTAT1_Unstim,1
gdTcell_pSTAT3_Unstim,0.646442504258737
gdTcell_pSTAT3_IL246,0.130815476040912
gdTcell_prpS6_Unstim,0.411419680826386
gdTcell_prpS6_IL246,0.151872253875459
gdTcell_prpS6_IL18,0.458416719284724
gdTcell_PD-L1_Unstim,0.015682205884179
gdTcell_PD-L1_IL246,0.676171003421774
gdTcell_PD-L1_IL18,0.687900758741793
gdTcell_CD44_Unstim,0.577123533099424
gdTcell_CD44_IL246,0.134418584459558
gdTcell_CD44_IL18,0.342465969537236
gdTcell_pNFkB_Unstim,0.941053518054758
gdTcell_pNFkB_IL246,0.528996566896434
gdTcell_pNFkB_IL18,0.638601014245509
gdTcell_pERK1-2_Unstim,0.352696829529403
gdTcell_pERK1-2_IL246,0.455997591038201
gdTcell_pERK1-2_IL18,0.436905063439822
gdTcell_pSTAT6_Unstim,0.310449032807584
gdTcell_pSTAT6_IL246,0.887162168835953
gdTcell_pPLCg1_Unstim,0.113003098172077
gdTcell_pPLCg1_IL246,0.753695741443526
gdTcell_pPLCg1_IL18,0.348597634878121
gdTcell_CXCR4_Unstim,0.429865808905232
gdTcell_CXCR4_IL246,0.874548000697731
gdTcell_CXCR4_IL18,0.552803177499746
gdTcell_CD62L_Unstim,0.434551300125285
gdTcell_CD62L_IL246,0.607515259704567
gdTcell_CD62L_IL18,0.550132260409152
gdTcell_HK2_Unstim,0.0568315919681906
gdTcell_HK2_IL246,0.627219600381938
gdTcell_HK2_IL18,0.579856610206567
gdTcell_CD63_Unstim,0.465715321241679
gdTcell_CD63_IL246,0.604723040503763
gdTcell_CD63_IL18,0.242346044876876
CD4pCD8pTcell_VDAC1_Unstim,0.673250666965161
CD4pCD8pTcell_VDAC1_IL246,0.577123533099424
CD4pCD8pTcell_VDAC1_IL18,0.446393220396589
CD4pCD8pTcell_GLUT1_Unstim,0.762820710810605
CD4pCD8pTcell_GLUT1_IL246,0.68202627682848
CD4pCD8pTcell_GLUT1_IL18,0.363174165388552
CD4pCD8pTcell_CPT1a_Unstim,0.166057140681837
CD4pCD8pTcell_CPT1a_IL246,0.182524319068546
CD4pCD8pTcell_CPT1a_IL18,0.446393220396589
CD4pCD8pTcell_pCREB_Unstim,0.144034914876816
CD4pCD8pTcell_pCREB_IL246,0.928339604900944
CD4pCD8pTcell_pCREB_IL18,0.840032405029695
CD4pCD8pTcell_pSTAT5_Unstim,0.518585864918995
CD4pCD8pTcell_pSTAT5_IL246,0.22356321049326
CD4pCD8pTcell_pP38_Unstim,0.37515922625433
CD4pCD8pTcell_pP38_IL18,0.671241061276704
CD4pCD8pTcell_pSTAT1_Unstim,1
CD4pCD8pTcell_pSTAT3_Unstim,0.362204845682208
CD4pCD8pTcell_pSTAT3_IL246,0.630056787864861
CD4pCD8pTcell_prpS6_Unstim,0.771978760057143
CD4pCD8pTcell_prpS6_IL246,0.0371172593520913
CD4pCD8pTcell_prpS6_IL18,0.635747529884173
CD4pCD8pTcell_PD-L1_Unstim,0.0471950944524056
CD4pCD8pTcell_PD-L1_IL246,0.448783458255733
CD4pCD8pTcell_PD-L1_IL18,0.195993037115923
CD4pCD8pTcell_CD44_Unstim,0.197378952696815
CD4pCD8pTcell_CD44_IL246,0.613116879933122
CD4pCD8pTcell_CD44_IL18,0.295914936417206
CD4pCD8pTcell_pNFkB_Unstim,0.982460810824673
CD4pCD8pTcell_pNFkB_IL246,0.827553536649439
CD4pCD8pTcell_pNFkB_IL18,0.658723518001446
CD4pCD8pTcell_pERK1-2_Unstim,0.833786091759681
CD4pCD8pTcell_pERK1-2_IL246,0.909303992067766
CD4pCD8pTcell_pERK1-2_IL18,0.641459860324881
CD4pCD8pTcell_pSTAT6_Unstim,0.310449032807584
CD4pCD8pTcell_pSTAT6_IL246,0.56625236764081
CD4pCD8pTcell_pPLCg1_Unstim,0.441634551679392
CD4pCD8pTcell_pPLCg1_IL246,0.160030179667463
CD4pCD8pTcell_pPLCg1_IL18,0.796552768560577
CD4pCD8pTcell_CXCR4_Unstim,0.590849156037018
CD4pCD8pTcell_CXCR4_IL246,0.577123533099424
CD4pCD8pTcell_CXCR4_IL18,0.670335248664544
CD4pCD8pTcell_CD62L_Unstim,0.985649372213776
CD4pCD8pTcell_CD62L_IL246,0.815118054294526
CD4pCD8pTcell_CD62L_IL18,0.54746771517458
CD4pCD8pTcell_HK2_Unstim,0.526383955400716
CD4pCD8pTcell_HK2_IL246,0.231258837850197
CD4pCD8pTcell_HK2_IL18,0.865108072578744
CD4pCD8pTcell_CD63_Unstim,0.948957905793804
CD4pCD8pTcell_CD63_IL246,0.452366500301965
CD4pCD8pTcell_CD63_IL18,0.302421539380527
CD4Tcell_VDAC1_Unstim,0.279604864781726
CD4Tcell_VDAC1_IL246,0.150733160220719
CD4Tcell_VDAC1_IL18,0.18649082845902001
CD4Tcell_GLUT1_Unstim,0.397898550265352
CD4Tcell_GLUT1_IL246,0.687900758741793
CD4Tcell_GLUT1_IL18,0.988838162851015
CD4Tcell_CPT1a_Unstim,0.0326440669540426
CD4Tcell_CPT1a_IL246,0.0967571292332035
CD4Tcell_CPT1a_IL18,0.571675662319792
CD4Tcell_pCREB_Unstim,0.0552894022018151
CD4Tcell_pCREB_IL246,0.488001079331823
CD4Tcell_pCREB_IL18,0.31093731710863
CD4Tcell_pSTAT5_Unstim,0.896641769244521
CD4Tcell_pSTAT5_IL246,0.59915594767634
CD4Tcell_pP38_Unstim,0.984268314153986
CD4Tcell_pSTAT1_Unstim,1
CD4Tcell_pSTAT1_IL246,0.793467382935561
CD4Tcell_pSTAT3_Unstim,0.0273898316048408
CD4Tcell_pSTAT3_IL246,0.99840540088491
CD4Tcell_prpS6_Unstim,0.735549778988347
CD4Tcell_prpS6_IL246,0.0730231710815322
CD4Tcell_prpS6_IL18,0.490512098007404
CD4Tcell_PD-L1_Unstim,0.00382944102318211
CD4Tcell_PD-L1_IL246,0.87769868410232
CD4Tcell_PD-L1_IL18,0.0817319803786288
CD4Tcell_CD44_Unstim,0.0589433654963126
CD4Tcell_CD44_IL246,0.148474524669287
CD4Tcell_CD44_IL18,0.163626184511575
CD4Tcell_pNFkB_Unstim,0.861965633643061
CD4Tcell_pNFkB_IL246,0.444010246243814
CD4Tcell_pNFkB_IL18,0.465717113964911
CD4Tcell_pERK1-2_Unstim,0.160006671076401
CD4Tcell_pERK1-2_IL246,0.406882625717066
CD4Tcell_pERK1-2_IL18,0.775038586934566
CD4Tcell_pSTAT6_Unstim,0.310449032807584
CD4Tcell_pSTAT6_IL246,0.563550009672941
CD4Tcell_pPLCg1_Unstim,0.0283511535976499
CD4Tcell_pPLCg1_IL246,0.821330182897195
CD4Tcell_pPLCg1_IL18,0.425209793360395
CD4Tcell_CXCR4_Unstim,0.0723859727514718
CD4Tcell_CXCR4_IL246,0.375967361943535
CD4Tcell_CXCR4_IL18,0.985649372213776
CD4Tcell_CD62L_Unstim,0.815118054294526
CD4Tcell_CD62L_IL246,0.953782471004331
CD4Tcell_CD62L_IL18,0.117617413620586
CD4Tcell_HK2_Unstim,0.118557780059861
CD4Tcell_HK2_IL246,0.560853883202473
CD4Tcell_HK2_IL18,0.544809569063388
CD4Tcell_CD63_Unstim,0.98360805271434
CD4Tcell_CD63_IL18,0.506488750032263
CD4CM_VDAC1_Unstim,0.277831102677552
CD4CM_VDAC1_IL246,0.139697800470746
CD4CM_VDAC1_IL18,0.18649082845902001
CD4CM_GLUT1_Unstim,0.427534109678624
CD4CM_GLUT1_IL246,0.552803177499746
CD4CM_GLUT1_IL18,0.843158544551401
CD4CM_CPT1a_Unstim,0.0216577826996676
CD4CM_CPT1a_IL246,0.0935873061348637
CD4CM_CPT1a_IL18,0.500625257144276
CD4CM_pCREB_Unstim,0.0454426884568993
CD4CM_pCREB_IL246,0.588092045381718
CD4CM_pCREB_IL18,0.411419680826386
CD4CM_pSTAT5_Unstim,0.518585864918995
CD4CM_pSTAT5_IL246,0.741582624034379
CD4CM_pP38_Unstim,0.532445385354564
CD4CM_pSTAT1_Unstim,1
CD4CM_pSTAT3_Unstim,0.00603269584188103
CD4CM_pSTAT3_IL246,0.518585864918995
CD4CM_prpS6_Unstim,0.781168687613797
CD4CM_prpS6_IL246,0.078287620198006
CD4CM_prpS6_IL18,0.508282055529881
CD4CM_PD-L1_Unstim,0.00359277399725307
CD4CM_PD-L1_IL246,0.726531118030919
CD4CM_PD-L1_IL18,0.144034914876816
CD4CM_CD44_Unstim,0.0527966604855679
CD4CM_CD44_IL246,0.425209793360395
CD4CM_CD44_IL18,0.158844886026367
CD4CM_pNFkB_Unstim,0.802728974419084
CD4CM_pNFkB_IL246,0.411419680826386
CD4CM_pNFkB_IL18,0.436905063439822
CD4CM_pERK1-2_Unstim,0.20369983535214
CD4CM_pERK1-2_IL246,0.281386309063109
CD4CM_pERK1-2_IL18,0.778101911119967
CD4CM_pSTAT6_Unstim,0.310449032807584
CD4CM_pSTAT6_IL246,0.590849156037018
CD4CM_pPLCg1_Unstim,0.0356883758185683
CD4CM_pPLCg1_IL246,0.836908786708897
CD4CM_pPLCg1_IL18,0.389035085656987
CD4CM_CXCR4_Unstim,0.276065017838657
CD4CM_CXCR4_IL246,0.455997591038201
CD4CM_CXCR4_IL18,0.771978760057143
